label,translation
gain of function research,gain de le recherche de fonction
gain-of-function research,recherche sur le gain de fonction
GOF research,Recherche de GOF
New World People's Party,Parti populaire de Nouveau Monde
2021 FIBA Olympic Qualifying Tournament,Tournoi de Qualification Olympique 2021
Abolish the Scottish Parliament Party,Abolir le Parti de Parlement écossais
Sony Xperia 10 III,Sony Xperier 10 Plus
2021 FIM CEV Moto3 Junior World Championship,Championnat de Monde FIM CEV Moto3 Junior 2021
2021 Hyōgo gubernatorial election,Élection de gouverneur de Hyōgo en 2021
2021 election of the prefectural governor of Hyōgo,2021 élection de gouverneur de le préfecture de Hyōgo
2021 prefectural election of the governor of Hyōgo,Élection préfectoral de gouverneur de Hyōgo en 2021
2021 election of the governor of Hyōgo Prefecture,2021 élection de gouverneur de le préfecture de Hyōgo
Law of The Republic of Indonesia Number 28 of 2014 on Copyright,Loi de le République d numéro 28 de 2014 sur le droit d
2022 NASCAR Cup Series,Série de Coupe NASCAR 2022
2021 Batley and Spen by-election,Élection partiel Batley et Spen de 2021
Batley and Spen by-election  2021,Élection partiel de Batley et Spen 2021
Mariachis de Guadalajara,Mariachis de Guadalajara
Bellator 269: Fedor vs. Johnson,Bellator 269 : Fedor vs Johnson
2021 Alaska Peninsula earthquake,Séisme dans le péninsule d en 2021
ROH Women's World Championship,Championnat de Monde Féminin de le ROH
2022–23 UEFA Europa Conference League,2022–23 UEFA Europa Conference League
Athletics at the 2020 Summer Paralympics – Men's shot put,Athlétisme à Jeu paralympique d de 2020 – Lancer de poids masculin
livestock guardian dog,chien de garde de bétail
livestock guardian,gardien de bétail
livestock protection dog,chien de protection de bétail
Machacado con huevo,Machacado à huevo
Rajamangala University of Technology,Université de technologie de Rajamangala
architecture of Argentina,architecture de l
human rights in Thailand,droit de l en Thaïlande
Ein Münchner im Himmel,Ein Münchner im Himmel
On the Babylonian Captivity of the Church,Sur le captivité babylonien de l
Prelude on the Babylonian Captivity of the Church,Prélude sur le captivité babylonien de l
Tokyo University of Science  Yamaguchi,Université de science de Tokyo Yamaguchi
2012 Ghanaian general election,Élection général ghanéen de 2012
Ghanaian general election  2012,Élection général ghanéen de 2012
Saturday Night and Sunday Morning,Samedi soir et dimanche matin
2005 Bundesliga scandal,2005 Le scandale de le Bundesliga
American University in Bulgaria,Université américain en Bulgarie
Cennet and Cehennem,Cennet et Céhennem
1857 Fort Tejon earthquake,Tremblement de terre de Fort Tejon en 1857
Fifth Republic of South Korea,Cinquième République de Corée de Sud
Philippine octavina,Octavina philippin
Nimrod AEW3,Nimrod AEW3
British Aerospace Nimrod AEW3,Aérospatiale britannique Nimrod AEW3
Naming and Necessity,Nommage et nécessité
Man in the Holocene,L dans l
2011 West Virginia gubernatorial special election,Élection spécial de gouverneur de le Virginie-Occidental de 2011
West Virginia gubernatorial special election  2011,Élection spécial de gouverneur de le Virginie-Occidental 2011
Horizon in the Middle of Nowhere,Horizon au milieu de nulle part
Kyōkaisen-jō no Horizon,Kyōkaisen-jō no Horizon
Esplanade – Theatres on the Bay,Esplanade – Théâtres sur le baie
Esplanade - Theatres on the Bay,Esplanade - Théâtres sur le Baie
University of Brunei Darussalam,Université de Brunei Darussalam
countercyclical economic policy,politique économique anticyclique
countercyclical fiscal policy,politique budgétaire contracycliqu
Coup d'état of December Twelfth,Coup d de 12 décembre
Swallows and Amazons,Hirondelles et Amazones
Chien Hsin University of Science and Technology,Université de science et de le technologie de Chien Hsin
equal-field system,système à champ égal
NYS Thruway,NYS Thruway
ice hockey at the 2002 Winter Olympics – men's tournament,Hockey sur glace à Jeu olympique d de 2002 – tournoi masculin
ice hockey at the 2002 Winter Olympics - men's tournament,Hockey sur glace à Jeu olympique d de 2002 - tournoi masculin
Authentic Party of the Mexican Revolution,Partir authentique de le révolution mexicain
The Razor's Edge,Le bord de rasoir
Interstate 10 in Arizona,Interstate 10 en Arizona
Prussian National Monument for the Liberation Wars,Monument national de Prusse pour le guerre de libération
Ode to Gallantry,Ode à le galanterie
Association for Democracy and People's Livelihood,Association pour le Démocratie et le Moyen d de Peuple
Hong Kong and Macao Affairs Office,Bureau de affaire de Hong Kong et de Macao
Hong Kong and Macau Affairs Office,Bureau de affaire de Hong Kong et de Macao
Misquoting Jesus: The Story Behind Who Changed the Bible and Why,Le citation erronéer de Jésus: l derrière qui avoir changer le Bible et pourquoi
University of Shanghai for Science and Technology,Université de Shanghai pour le science et le technologie
economic history of Spain,histoire économique de l
ShinTomei Expressway,Autoroute shintomei
Office of Special Investigations,Bureau de enquête spécial
Interstate 15 in Nevada,Interstate 15 dans le Nevada
Toyota Corona EXiV,Toyota Corona exiv
The Making of the English Working Class,Le fabrication de le classe ouvrier anglaise
1927 Copa del Rey,1927 Copa del Rey
Polish heraldry,Héraldique polonaise
The Kitchen God's Wife,Le femme de Dieu de le cuisine
Border Service of the Federal Security Service of the Russian Federation,Service de frontière de Service fédéral de sécurité de le Fédération de Russie
Border Force of Russia,Force frontalier de le Russie
Border Guard Service of Russia,Service de garde-frontière de le Russie
federalism in the United States,le fédéralisme à États-Unis
American federalism,Fédéralisme américain
federalism in the United States of America,le fédéralisme à États-Unis d
federalism in the USA,Le fédéralisme à États-Unis
basketball at the 1992 Summer Olympics – men's tournament,basket-ball à Jeu olympique d de 1992 – tournoi masculin
basketball at the 1992 Summer Olympics - men's tournament,basket-ball à Jeu olympique d de 1992 - tournoi masculin
1994 offshore Sanriku earthquake,Séisme au large de Sanriku en 1994
2000 CART season,PANIER Saison 2000
ontology engineering,Ingénierie ontologique
ontological engineering,Ingénierie ontologique
Consensus democracy,Démocratie consensuel
phantom time hypothesis,hypothèse de temps fantôme
1976 Argentine coup d'état,1976 Coup d argentin
Golpe de Estado en Argentina de 1976,Golpe de Estado en Argentine de 1976
1976 Argentine military coup,1976 Coup d militaire en Argentine
complementary good,Bien complémentaire
complement good,complémer bon
Complement/Complement good,Complément/Complément bon
Hebrew literature,Littérature hébraïque
Clinical trial management system,Système de gestion de essai clinique
Confederação Brasileira de Desportos,Confederação Brasileira de Desportos
CompuGroup Medical,compugroup Médical
Bangkok Art and Culture Centre,Centre d et de culture de Bangkok
2002–03 Copa del Rey,2002–03 Copa del Rey
2002-03 Copa del Rey,2002-03 Copa del Rey
1946 Aleutian Islands earthquake,Séisme de 1946 dans le île Aléoutiennes
DAB BNP Paribas,DAB BNP Paribas
DAB Bank,Banque DAB
Democratic Left People's Party,Parti démocratique de peuple de gauche
Auxiliary fraction,Fraction auxiliaire
volleyball at the 2004 Summer Olympics – women's tournament,volley-ball à Jeu olympique d de 2004 – tournoi féminin
volleyball at the 2004 Summer Olympics - women's tournament,volley-ball à Jeu olympique d de 2004 - tournoi féminin
National Directorate of Intelligence and Prevention Services,Direction national de service de renseignement et de prévention
feudalism in China,féodalisme en Chine
1954 United States House of Representatives elections,Élection de le Chambre de représentant de États-Unis en 1954
United States House of Representatives elections  1954,Élection de le Chambre de représentant de États-Unis 1954
Emirates SkyCargo,skycargo de Émirat arabe unis
Master of the Game,Maître de jeu
market dominance,dominance de marché
dominating the market,dominer le marché
First League of the Republika Srpska,Premier Ligue de le Republika Srpska
Prva liga Republike Srpske,Prva liga Republike Srpske
2012 Summer Olympics torch relay,Relais de le flamme de Jeu olympique d de 2012
Exit to Eden,Sortie vers Eden
information economics,économie de l
economics of information,économie de l
Fear and Loathing on the Campaign Trail '72,Peur et dégoût sur le sentier de le campagne 
technology management,gestion de le technologie
management of technology,gestion de le technologie
Hirose Denki kabushiki-gaisha,Hirose Denki kabushiki-gaisha
indoor cycling,cyclisme d
Roman Catholicism in Brazil,Le catholicisme romain au Brésil
1980–81 in English football,1980-81 en football angler
1980-81 in English football,1980-81 en football angler
1981–82 in English football,1981–82 en football angler
1981-82 in English football,1981-82 en football angler
1985–86 in English football,1985-86 en football angler
1985-86 in English football,1985-86 en football angler
Ford Motor Company of Japan,Ford Motor Company de Japon
University of Science and Technology Beijing,Université de science et de le technologie de Pékin
Beijing Steel and Iron Institute,Institut de l et de fer de Pékin
Gnocchi alla romana,Gnocchi aller romaner
Grand Slam of Darts,Grand Chelem de fléchette
Mercedes-Benz R107 and C107,Mercede-Benz R107 et C107
Born on the Fourth of July,Naissance le 4 juillet
Up from Slavery,Vers le haut de l
Hanomag F-series,Hanomag séri F
Valley of the Dolls,Le Vallée de Poupée
Radio y Televisión Martí,Radio et Télévisión Martí
Radio y Television Marti,Radio et Télévision Marti
Holden HT,HT de Holden
Toyota Mark II Qualis,Toyota Mark II Qualis
Railroad Commission of Texas,Commission de chemin de fer de Texa
1979–80 Copa del Rey,1979-80 Copa del Rey
1979-80 Copa del Rey,1979-80 Copa del Rey
1997 Major League Baseball season,Saison 1997 de le Ligue majeur de baseball
spark-ignition engine,moteur à allumage par étincelle
interior fittings,aménagement intérieur
Institute for Defense Analyses,Institut d de défense
1997 Iranian presidential election,Élection présidentiel iranien de 1997
Iranian presidential election  1997,Élection présidentiel iranien de 1997
Albanian nationalism,Nationalisme albanais
1968 Major League Baseball season,Saison 1968 de le Ligue majeur de baseball
The Secret Dreamworld of a Shopaholic,L rêver secret d accro de shopping
Confessions of a Shopaholic,Confession d accro de shopping
system catering,système de restauration
The Comfort of Strangers,Le confort de étranger
The Devil's Star,L de Diable
Diary of a Wimpy Kid: Rodrick Rules,Journal intime d enfant mauviette : règle de Rodrick
language culture,langue de le culture
culture of language,culture de le langue
speech culture,culture de le parole
culture of speech,culture de le parole
Sunshine live,Le soleil en direct
Philippine Women's University,Université de femme philippine
1980 Major League Baseball draft,Repêchage de le Ligue majeur de baseball en 1980
1980 MLB Draft,Repêchage de le MLB 1980
McDermott International,mcdermott en Europe
J. Ray McDermott,Jean-François McDermott
Labyrinth of Reflections,Labyrinthe de Réflexion
Divisional Secretariat of Sri Lanka,Secrétariat divisionnaire de Sri Lanka
Nissan EXA,Nissan EXA
Watan Party of Afghanistan,Parti Watan d
Party of the Poor,Partir un pauvre
liga de calabozo,liga de calabozo
liga de calabozo,liga de calabozo
2005 Egyptian presidential election,Élection présidentiel égyptien de 2005
Egyptian presidential election  2005,Élection présidentiel égyptien de 2005
2000 NASCAR Winston Cup Series,Série de le Coupe Winston de NASCAR 2000
